Course Title,Grade Level,Grade Plan,Score,Academic Year,Value,Department
Class aq,X Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,N Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2021-2022,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2021-2022,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,N Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,T Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,N Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,T Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,T Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class aq,N Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2021-2022,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2021-2022,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2021-2022,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class aq,T Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class aq,H Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class aq,T Grade,Year-Long Grades,B+,2021-2022,3.33,Giraffe
Class aq,X Grade,Year-Long Grades,B+,2021-2022,3.33,Giraffe
Class aq,N Grade,Year-Long Grades,B+,2021-2022,3.33,Giraffe
Class aq,T Grade,Year-Long Grades,B,2021-2022,3,Giraffe
Class aq,T Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class aq,N Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,N Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2021-2022,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,X Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class aq,N Grade,Year-Long Grades,B,2021-2022,3,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2021-2022,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2021-2022,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class aq,T Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class aq,N Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2021-2022,2.7,Giraffe
Class aq,T Grade,Year-Long Grades,B-,2021-2022,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2018-2019,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,B-,2021-2022,2.7,Giraffe
Class aq,X Grade,Year-Long Grades,C+,2017-2018,2.33,Giraffe
Class aq,X Grade,Year-Long Grades,C+,2018-2019,2.33,Giraffe
Class aq,T Grade,Year-Long Grades,C+,2021-2022,2.33,Giraffe
Class aq,X Grade,Year-Long Grades,C+,2021-2022,2.33,Giraffe
Class aq,N Grade,Year-Long Grades,C+,2018-2019,2.33,Giraffe
Class aq,X Grade,Year-Long Grades,C+,2018-2019,2.33,Giraffe
Class aq,X Grade,Year-Long Grades,C+,2021-2022,2.33,Giraffe
Class aq,N Grade,Year-Long Grades,C,2017-2018,2,Giraffe
Class aq,N Grade,Year-Long Grades,C,2018-2019,2,Giraffe
Class aq,X Grade,Year-Long Grades,C,2021-2022,2,Giraffe
Class aq,X Grade,Year-Long Grades,C-,2021-2022,1.7,Giraffe
Class aq,N Grade,Year-Long Grades,D+,2021-2022,1.33,Giraffe
Class aq,N Grade,Fall Term Grades YL,C,2017-2018,2,Giraffe
Class as,H Grade,Fall Term Grades YL,C-,2017-2018,1.7,Bat
Class as,N Grade,Winter Term Grades YL,A,2017-2018,4,Bat
Class as,N Grade,Winter Term Grades YL,C,2017-2018,2,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class as,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class as,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class as,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class as,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class as,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class as,N Grade,Year-Long Grades,A-,2021-2022,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2021-2022,3.7,Bat
Class as,H Grade,Year-Long Grades,A-,2021-2022,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2021-2022,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2021-2022,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2021-2022,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class as,H Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class as,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class as,H Grade,Year-Long Grades,B+,2017-2018,3.33,Bat
Class as,N Grade,Year-Long Grades,B+,2017-2018,3.33,Bat
Class as,N Grade,Year-Long Grades,B+,2017-2018,3.33,Bat
Class as,H Grade,Year-Long Grades,B+,2017-2018,3.33,Bat
Class as,N Grade,Year-Long Grades,B+,2018-2019,3.33,Bat
Class as,N Grade,Year-Long Grades,B+,2018-2019,3.33,Bat
Class as,N Grade,Year-Long Grades,B+,2018-2019,3.33,Bat
Class as,N Grade,Year-Long Grades,B+,2018-2019,3.33,Bat
Class as,H Grade,Year-Long Grades,B+,2018-2019,3.33,Bat
Class as,N Grade,Year-Long Grades,B+,2018-2019,3.33,Bat
Class as,H Grade,Year-Long Grades,B,2021-2022,3,Bat
Class as,N Grade,Year-Long Grades,B,2017-2018,3,Bat
Class as,H Grade,Year-Long Grades,B,2018-2019,3,Bat
Class as,N Grade,Year-Long Grades,B,2018-2019,3,Bat
Class as,N Grade,Year-Long Grades,B-,2021-2022,2.7,Bat
Class as,N Grade,Year-Long Grades,B-,2018-2019,2.7,Bat
Class as,H Grade,Year-Long Grades,B-,2018-2019,2.7,Bat
Class au,N Grade,Fall Term Grades YL,A,2021-2022,4,Giraffe
Class au,H Grade,Fall Term Grades YL,A-,2017-2018,3.7,Giraffe
Class au,H Grade,Fall Term Grades YL,B-,2021-2022,2.7,Giraffe
Class au,N Grade,Spring Term Grades YL,A,2017-2018,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class au,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,N Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class au,H Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class au,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class au,N Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class au,N Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class au,N Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class au,H Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class au,H Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class au,H Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class au,H Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class au,N Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class au,H Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class au,N Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class au,N Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class au,H Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class au,H Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class au,H Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class au,H Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class au,H Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class au,H Grade,Year-Long Grades,B,2018-2019,3,Giraffe
Class au,H Grade,Year-Long Grades,B,2021-2022,3,Giraffe
Class au,H Grade,Year-Long Grades,B,2021-2022,3,Giraffe
Class au,H Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class au,H Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class av,H Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,H Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,N Grade,Year-Long Grades,A,2017-2018,4,Bat
Class av,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,H Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2018-2019,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,H Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A,2021-2022,4,Bat
Class av,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2017-2018,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class av,H Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2018-2019,3.7,Bat
Class av,H Grade,Year-Long Grades,A-,2021-2022,3.7,Bat
Class av,N Grade,Year-Long Grades,A-,2021-2022,3.7,Bat
Class av,N Grade,Year-Long Grades,B+,2017-2018,3.33,Bat
Class av,N Grade,Year-Long Grades,B+,2017-2018,3.33,Bat
Class av,N Grade,Year-Long Grades,B+,2017-2018,3.33,Bat
Class av,N Grade,Year-Long Grades,B+,2017-2018,3.33,Bat
Class av,N Grade,Year-Long Grades,B+,2018-2019,3.33,Bat
Class av,N Grade,Year-Long Grades,B+,2018-2019,3.33,Bat
Class av,N Grade,Year-Long Grades,B,2017-2018,3,Bat
Class av,H Grade,Year-Long Grades,B,2017-2018,3,Bat
Class av,N Grade,Year-Long Grades,B,2018-2019,3,Bat
Class av,N Grade,Year-Long Grades,B,2018-2019,3,Bat
Class av,N Grade,Year-Long Grades,B-,2017-2018,2.7,Bat
Class av,N Grade,Year-Long Grades,C+,2017-2018,2.33,Bat
Class ax,H Grade,Fall Term Grades YL,A,2021-2022,4,Giraffe
Class ax,H Grade,Fall Term Grades YL,B-,2018-2019,2.7,Giraffe
Class ax,H Grade,Spring Term Grades YL,A-,2017-2018,3.7,Giraffe
Class ax,H Grade,Winter Term Grades YL,A,2017-2018,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class ax,H Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class ax,H Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class ax,H Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class ax,H Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class ax,H Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class ax,H Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class ax,H Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class ax,H Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class ax,H Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class ax,H Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class ax,H Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class ax,H Grade,Year-Long Grades,B+,2017-2018,3.33,Giraffe
Class ax,H Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class ax,H Grade,Year-Long Grades,B+,2018-2019,3.33,Giraffe
Class ax,H Grade,Year-Long Grades,B+,2021-2022,3.33,Giraffe
Class ax,H Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class ax,H Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class ax,H Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class ax,H Grade,Year-Long Grades,B,2017-2018,3,Giraffe
Class ax,H Grade,Year-Long Grades,B,2021-2022,3,Giraffe
Class ax,H Grade,Year-Long Grades,B,2021-2022,3,Giraffe
Class ax,H Grade,Year-Long Grades,B,2021-2022,3,Giraffe
Class ax,H Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class ax,H Grade,Year-Long Grades,B-,2017-2018,2.7,Giraffe
Class ax,H Grade,Year-Long Grades,B-,2018-2019,2.7,Giraffe
Class ax,H Grade,Year-Long Grades,B-,2021-2022,2.7,Giraffe
Class ax,H Grade,Year-Long Grades,C+,2017-2018,2.33,Giraffe
Class ax,H Grade,Year-Long Grades,C+,2017-2018,2.33,Giraffe
Class az,H Grade,Spring Term Grades,A,2017-2018,4,Giraffe
Class az,N Grade,Spring Term Grades,A,2017-2018,4,Giraffe
Class az,H Grade,Spring Term Grades,A,2017-2018,4,Giraffe
Class az,H Grade,Spring Term Grades,A,2017-2018,4,Giraffe
Class az,N Grade,Spring Term Grades,A,2017-2018,4,Giraffe
Class az,H Grade,Spring Term Grades,B+,2017-2018,3.33,Giraffe
Class az,H Grade,Spring Term Grades,B,2017-2018,3,Giraffe
Class az,H Grade,Spring Term Grades,B-,2017-2018,2.7,Giraffe
Class b0,N Grade,Fall Term Grade,A,2021-2022,4,Fox
Class b0,T Grade,Fall Term Grade,A,2021-2022,4,Fox
Class b0,T Grade,Fall Term Grade,A,2021-2022,4,Fox
